gene_product	ala__L_c	arg__L_c	asn__L_c	asp__L_c	cys__L_c	gln__L_c	glu__L_c	gly_c	his__L_c	ile__L_c	leu__L_c	lys__L_c	met__L_c	phe__L_c	pro__L_c	ser__L_c	thr__L_c	trp__L_c	tyr__L_c	val__L_c
b0337	39	22	20	23	3	26	26	32	19	28	43	13	10	13	18	18	26	7	12	29
b0338	39	21	4	12	3	15	21	13	13	16	42	8	5	9	13	23	15	2	6	19
b0339	30	16	7	9	6	10	12	12	6	13	17	5	5	8	15	17	7	2	4	18
b0340	18	7	3	15	1	6	7	11	1	13	22	11	4	6	7	5	8	0	4	7
b0341	48	17	3	3	4	18	6	38	7	20	68	5	17	15	20	25	15	16	7	32
b0342	8	10	16	9	2	0	14	16	8	17	9	10	7	8	12	12	12	2	9	22
b0343	35	12	16	6	8	11	11	36	4	33	54	12	14	56	12	29	19	6	14	29
b0344	77	66	47	64	16	58	62	71	34	39	96	20	24	38	62	60	56	39	31	64
b0345	44	19	12	17	3	28	15	22	7	18	41	11	10	4	14	32	19	2	8	34
b0346	24	29	6	12	2	14	24	19	5	10	40	10	9	5	9	17	14	4	6	18
b0347	51	40	22	35	6	34	24	37	14	25	52	20	21	20	36	18	25	12	11	51
b0348	35	17	9	14	4	11	22	27	10	14	33	8	7	17	21	20	10	4	7	24
b0349	20	18	16	18	3	10	14	27	8	13	35	11	9	15	13	19	13	6	3	17
b0350	34	17	11	17	4	12	16	24	6	18	25	7	6	7	13	13	11	3	4	21
b0351	47	15	12	17	2	11	19	25	6	24	21	13	14	5	16	16	15	1	7	30
b0352	46	20	11	27	4	11	17	31	14	16	33	13	14	6	6	16	14	3	10	25
b0353	62	16	4	6	4	12	6	49	0	17	70	5	21	21	19	28	21	7	7	28
b0354	26	9	8	13	0	14	14	6	1	12	18	19	3	4	3	9	6	1	3	10
b0355	24	10	15	14	3	14	16	18	12	14	23	12	10	9	14	21	7	5	19	17
b0356	31	15	12	21	10	9	22	43	12	22	22	20	8	14	18	16	23	3	7	41
b0357	9	11	2	6	2	4	10	4	1	6	8	4	2	1	2	6	4	0	2	7
b0358	23	16	13	17	0	10	7	22	3	8	26	8	3	10	8	15	29	8	20	11
b0360	15	8	1	2	0	10	12	9	2	5	13	10	4	2	5	5	5	2	2	9
b0361	26	37	14	18	9	7	19	19	9	11	28	9	7	8	13	19	14	7	8	19
b0363	32	27	12	16	12	11	14	32	4	26	41	16	13	20	20	19	24	12	15	32
b0364	19	8	6	13	3	8	9	10	9	16	18	11	7	4	5	13	10	1	5	10
b0365	45	8	12	16	0	22	14	20	3	19	25	22	1	10	19	21	16	7	7	33
b0366	21	17	7	8	1	18	20	25	4	13	39	10	6	11	10	13	8	3	5	16
b0367	32	15	1	3	0	13	9	22	3	24	49	5	7	10	17	14	15	9	3	24
b0368	25	21	10	16	0	16	19	14	14	16	25	9	2	13	21	13	17	6	9	17
b0369	43	23	6	21	6	9	27	22	6	21	27	15	14	12	11	20	13	1	9	18
b0372	26	32	10	11	11	16	13	16	9	11	21	13	7	12	8	22	11	9	13	17
b0373	11	10	2	1	0	8	12	1	1	3	11	10	2	2	2	10	7	1	3	2
b0375	10	15	14	8	2	10	16	13	3	19	24	10	6	6	5	12	8	4	9	13
b0376	38	23	15	18	3	19	11	33	4	17	34	17	15	12	27	27	28	4	15	25
b0377	36	19	13	9	1	15	17	26	9	34	43	9	10	35	14	21	23	13	21	38
b0378	39	24	11	17	3	18	20	22	4	13	35	27	10	13	19	32	18	6	11	22
b0379	9	7	3	1	2	4	3	10	3	5	15	2	2	8	4	5	4	3	3	9
b0380	6	5	3	2	0	2	4	7	1	7	8	2	1	4	1	1	3	4	3	6
b0381	39	13	17	25	4	15	21	26	9	26	35	18	6	12	16	21	18	2	8	33
b0382	8	4	3	7	1	7	10	1	1	5	13	8	3	1	3	2	2	0	2	5
b0383	67	14	20	28	4	23	24	45	10	17	44	30	9	9	23	23	43	3	11	24
b0384	11	5	5	4	4	12	3	5	0	1	12	11	5	3	3	7	11	0	1	3
b0385	33	27	16	14	3	9	16	27	11	19	44	11	16	13	21	19	22	13	6	31
b0386	38	7	7	10	4	8	17	24	4	21	18	16	14	9	14	17	12	1	3	25
b0387	21	17	4	10	2	7	11	8	0	10	13	3	5	4	8	6	8	3	2	10
b0388	18	12	8	6	3	9	17	10	2	12	17	2	4	5	8	8	14	2	2	15
b0389	5	3	0	5	0	3	6	2	2	3	2	7	2	0	9	2	5	1	4	2
b0390	15	9	8	14	1	13	17	10	7	18	35	8	7	3	11	16	7	1	3	22
b0391	6	2	3	2	1	3	9	8	2	2	7	2	3	5	4	13	6	1	5	10
b0392	9	9	4	6	0	6	6	1	3	2	18	5	1	1	5	5	8	1	0	3
b0393	28	16	7	20	5	16	27	16	4	17	39	23	13	10	9	20	12	5	1	15
b0394	29	21	10	17	6	12	20	39	6	17	25	9	6	7	12	13	17	5	8	23
b0396	49	11	10	4	5	7	7	44	5	28	57	12	22	29	14	28	15	4	15	28
b0397	112	62	36	46	8	157	88	39	27	36	145	42	10	20	25	51	76	15	11	42
b0398	34	24	12	23	5	28	26	22	18	24	45	9	4	12	20	24	27	4	11	28
b0399	11	22	5	13	1	7	24	15	7	11	20	7	12	9	14	9	12	3	5	22
b0400	22	37	22	11	3	20	32	30	15	17	62	17	12	17	21	21	25	11	8	28
b0402	40	17	15	6	2	9	14	47	8	52	42	14	21	32	18	29	23	14	14	40
b0403	51	40	21	45	7	41	27	45	22	21	57	19	15	26	37	26	23	22	21	38
b0404	15	20	9	15	1	7	11	4	8	6	23	1	8	11	12	13	5	7	6	11
b0405	37	20	12	25	1	8	26	22	11	18	35	14	10	19	21	18	20	0	12	27
b0406	17	30	13	31	8	11	23	37	10	22	31	18	14	17	20	13	17	4	14	25
b0407	12	4	3	5	0	3	4	9	1	8	11	9	6	6	4	5	7	0	2	11
b0408	64	36	32	27	1	30	34	50	4	57	68	28	15	15	19	33	36	2	15	49
b0409	26	15	9	12	0	12	19	30	6	29	38	10	15	14	9	21	18	4	8	28
b0410	9	5	7	8	4	2	10	6	7	5	8	10	3	2	4	5	5	2	8	5
b0411	20	9	26	23	0	8	9	31	7	13	19	13	6	19	8	21	14	14	21	13
b0412	9	7	12	8	1	19	7	11	2	12	22	5	5	5	9	16	13	0	2	14
b0413	8	16	5	8	4	3	17	6	2	7	11	10	6	8	5	11	4	0	2	16
b0414	38	25	7	17	6	27	21	30	13	17	40	13	10	6	22	16	19	5	8	27
b0415	29	5	9	6	0	3	11	15	2	15	12	8	2	4	4	4	10	1	3	13
b0416	18	9	5	9	1	6	11	5	1	5	17	11	2	4	5	7	2	1	7	13
b0417	36	17	7	34	6	8	12	29	7	18	48	7	6	11	17	19	16	5	8	14
b0418	10	5	3	9	2	3	1	18	8	18	18	5	11	8	10	9	6	11	4	13
b0419	28	25	10	19	3	14	30	23	7	18	34	12	6	8	16	20	15	6	10	20
b0420	55	29	19	32	6	15	41	60	18	38	64	36	21	23	35	35	28	4	19	42
b0421	42	18	5	28	4	18	12	23	7	15	39	13	7	8	12	16	12	0	6	14
b0422	8	4	4	4	0	8	12	3	0	2	11	4	1	3	5	5	3	0	0	3
b0423	22	36	19	31	5	19	39	34	13	39	43	28	9	21	13	25	20	4	13	49
b0424	23	8	3	12	4	4	11	17	3	14	20	10	3	5	9	10	13	2	4	21
b0425	25	18	16	15	6	15	20	19	12	24	34	7	7	4	14	12	21	7	6	21
b0426	11	10	7	14	0	11	12	9	1	10	13	15	4	9	3	14	4	1	0	15
b0427	54	15	11	7	2	15	21	44	6	39	54	18	20	25	15	27	23	9	9	40
b0428	32	9	7	10	3	4	2	27	4	25	34	13	12	16	10	21	10	7	17	33
b0429	8	0	5	2	1	1	1	7	6	11	10	2	11	5	2	9	9	4	2	13
b0430	18	5	5	6	3	2	5	20	11	15	24	4	11	17	3	11	17	6	6	15
b0431	54	17	21	20	4	13	20	62	20	62	61	20	33	58	28	27	40	26	20	57
b0432	34	7	14	12	1	9	16	19	9	20	24	20	16	17	18	27	15	8	10	19
b0433	60	19	9	15	5	14	11	45	4	24	89	10	15	30	17	27	30	15	15	37
b0434	21	8	14	11	1	14	5	9	1	15	15	10	7	6	8	11	16	0	5	15
b0436	41	26	16	25	0	16	59	32	2	25	31	35	11	17	12	14	19	1	8	42
b0437	16	13	7	10	2	10	16	16	6	16	19	7	12	8	8	13	10	0	7	11
b0438	35	19	11	29	7	20	36	35	7	31	45	33	5	10	17	23	19	0	11	31
b0439	62	49	26	51	6	28	68	51	14	51	84	61	30	10	37	38	32	3	20	63
b0440	19	5	3	6	0	2	4	8	0	7	5	9	1	3	2	5	5	0	0	6
b0441	75	22	32	46	0	54	41	44	4	36	55	46	16	20	18	32	25	2	16	39
b0442	24	4	5	2	1	3	10	8	2	4	12	10	4	1	5	10	6	0	2	10
b0443	9	6	8	6	1	11	10	6	3	9	17	6	3	4	2	6	7	2	4	12
b0444	26	12	9	17	8	7	12	16	6	8	24	12	5	8	8	7	15	2	10	19
b0445	41	38	14	21	8	40	34	31	27	21	84	14	10	22	40	27	39	17	15	23
b0446	23	15	6	20	7	10	13	21	15	11	41	6	11	10	11	12	16	3	8	13
b0447	9	8	2	10	3	6	10	7	2	7	22	10	6	5	5	8	11	3	6	12
b0448	58	43	17	32	3	34	29	41	16	38	71	10	25	20	19	34	27	11	16	46
b0449	62	39	18	25	1	40	29	40	9	29	84	7	21	19	19	41	28	6	18	58
b0450	11	6	1	8	0	4	9	10	1	12	9	10	1	4	2	4	5	0	3	12
b0451	55	9	15	8	8	6	13	60	8	36	48	11	14	23	10	16	22	9	11	46
b0452	22	16	11	12	1	16	19	21	12	12	31	10	5	16	20	20	10	3	8	21
b0453	30	3	7	9	1	16	1	7	1	9	14	8	2	4	18	17	19	1	1	22
b0454	10	11	2	5	1	9	8	12	3	4	12	5	4	2	8	8	5	3	5	12
b0456	13	6	2	10	1	1	13	7	0	5	2	11	8	8	6	6	1	2	4	11
b0457	34	27	15	27	3	29	34	28	20	51	55	19	13	11	26	39	22	13	19	31
b0458	9	12	6	7	1	4	11	6	2	10	18	6	4	14	5	10	9	2	7	13
b0459	15	12	13	11	4	4	9	16	5	15	13	6	4	6	9	6	10	1	6	18
b0460	4	6	3	5	1	1	6	0	1	4	9	7	3	2	2	5	5	1	4	3
b0461	7	4	12	9	4	5	10	3	4	8	15	8	3	6	3	8	5	2	6	2
b0462	105	38	39	47	2	48	50	89	11	72	102	43	42	54	45	62	67	9	27	97
b0463	47	17	17	22	1	36	17	32	1	20	34	23	4	7	18	22	33	1	9	36
b0464	18	15	5	8	4	11	23	9	5	15	27	11	8	8	6	13	10	3	6	10
b0465	96	69	55	53	5	84	63	45	16	72	159	49	29	41	29	64	68	25	18	80
b0466	5	3	2	7	0	1	6	0	0	3	8	5	1	0	2	2	2	0	1	5
b0467	29	25	2	6	3	15	17	2	6	4	25	5	2	4	4	5	9	4	1	7
b0468	9	9	0	1	2	4	2	5	4	13	21	4	5	8	8	5	4	8	3	10
b0469	14	8	3	12	0	6	12	19	2	13	23	12	1	7	10	7	12	0	7	15
b0470	86	47	18	27	6	40	53	24	16	27	79	28	15	11	41	30	37	6	9	43
b0471	10	4	4	5	1	9	12	10	1	4	9	9	9	4	4	5	3	0	0	6
b0472	18	15	5	9	7	12	17	18	5	12	20	3	7	5	9	11	13	0	4	11
b0473	47	37	19	51	0	24	60	30	14	31	66	46	13	26	16	44	34	10	18	38
b0474	19	13	4	17	1	8	18	20	3	14	16	18	6	5	10	5	11	0	7	19
b0475	31	23	7	15	4	13	22	21	7	13	38	11	13	8	22	19	14	5	14	20
b0476	32	18	8	21	8	19	17	21	6	12	39	8	10	14	19	13	19	5	18	12
b0477	38	20	21	24	7	18	30	29	13	21	42	21	11	13	22	30	22	6	20	26
b0478	75	23	11	16	3	15	37	48	9	43	93	12	20	25	19	22	28	4	6	49
b0479	46	10	8	6	2	15	5	41	8	34	59	13	14	26	19	35	17	6	14	28
b0480	48	20	27	38	2	28	35	50	10	28	44	41	16	19	26	21	29	7	21	40
b0481	20	5	4	12	0	6	7	13	3	9	17	17	4	4	8	4	8	0	4	14
b0482	25	12	13	13	1	21	12	13	11	13	42	9	11	4	16	12	13	7	7	9
b0483	11	9	8	5	0	3	13	2	2	4	16	7	3	3	3	2	9	2	3	8
b0484	120	39	19	42	6	42	43	68	14	45	90	28	26	15	35	53	51	10	10	78
b0485	38	9	17	16	5	20	13	31	5	14	34	9	7	7	13	17	14	3	12	26
b0486	56	12	18	7	2	8	10	38	7	39	66	9	20	20	10	34	14	7	12	41
b0487	10	11	8	7	4	7	13	8	5	7	15	5	3	3	5	8	7	0	3	6
b0488	11	9	3	3	0	5	8	17	7	8	23	2	6	3	4	12	4	10	1	16
b0489	33	20	12	11	1	18	26	15	0	31	24	15	13	7	11	23	13	2	6	24
b0490	14	10	14	12	2	13	16	12	5	18	29	11	4	9	11	14	12	2	6	11
b0491	28	7	9	6	3	12	6	14	3	33	32	16	10	9	6	22	12	2	8	21
b0492	33	11	12	14	2	35	24	13	3	13	46	9	5	8	11	10	14	2	8	11
b0493	22	17	8	12	3	9	14	24	6	15	26	13	14	10	14	19	16	2	5	20
b0494	22	11	11	12	0	17	7	10	4	7	29	8	7	11	14	11	6	6	5	10
b0495	21	14	9	11	2	11	20	23	8	7	37	9	4	6	7	14	9	0	0	16
b0496	76	50	27	29	6	42	36	60	4	23	142	28	26	29	43	39	36	28	12	68
b0497	104	126	44	101	12	55	95	135	40	38	129	32	18	23	81	96	110	25	85	77
b0498	7	4	6	3	2	1	13	6	2	11	10	10	4	7	3	8	5	1	9	10
b0499	13	13	15	22	5	10	12	21	8	10	26	14	6	4	11	13	7	4	16	6
b0501	4	0	4	6	1	0	3	1	2	14	8	3	3	8	4	6	3	1	7	8
b0502	12	12	9	5	1	4	8	7	5	4	12	7	2	3	3	8	5	1	4	11
b0503	42	28	10	16	7	26	31	27	13	17	44	11	9	7	13	11	16	7	13	16
b0504	27	21	12	10	2	15	21	17	4	18	35	9	7	16	17	22	22	7	5	21
b0505	10	8	8	11	3	10	12	9	7	10	18	3	2	9	8	6	8	2	3	13
b0506	25	17	7	13	3	13	16	24	5	14	37	8	7	6	11	22	13	2	6	22
b0507	74	32	19	31	12	26	37	44	16	39	43	23	23	22	31	20	25	4	16	56
b0508	22	14	14	15	6	8	21	22	9	17	25	12	9	12	10	6	12	4	12	8
b0509	33	11	14	11	4	12	19	30	6	19	34	14	9	11	10	16	16	0	1	22
b0510	9	9	4	2	1	1	2	3	1	12	9	11	2	5	4	5	2	2	5	3
b0511	48	11	18	12	5	15	9	53	6	48	56	17	15	35	16	26	25	11	19	39
b0512	38	22	13	33	12	19	32	44	12	29	33	26	13	18	19	19	20	4	9	38
b0513	34	19	10	6	7	15	6	37	4	31	73	2	13	36	28	32	31	8	11	30
b0514	58	11	19	18	9	16	21	50	4	29	32	13	11	11	15	14	13	0	4	33
b0515	18	7	16	13	3	8	16	32	7	17	25	10	6	13	10	14	10	2	18	16
b0516	33	23	21	23	8	17	28	33	9	22	34	15	14	17	21	17	29	7	10	30
b0517	40	16	14	17	3	19	19	32	11	22	25	12	13	13	17	20	16	2	14	24
b0518	80	24	20	32	9	27	28	43	11	32	65	18	15	13	24	38	28	5	6	37
b0520	32	20	5	9	6	16	6	27	9	6	40	5	4	11	18	17	14	8	7	11
b0521	40	15	8	14	2	16	21	27	3	15	33	10	6	3	20	15	12	4	9	24
b0522	31	21	14	14	4	23	24	28	10	17	42	8	7	12	24	16	17	9	7	27
b0523	28	7	7	7	0	7	9	13	6	10	14	6	5	4	10	11	6	2	2	15
b0524	30	15	7	14	3	7	13	14	12	12	27	12	8	13	10	9	9	4	4	17
b0525	10	5	12	11	2	6	10	16	5	10	5	11	6	12	5	6	12	1	3	16
b0526	49	30	18	38	5	16	34	31	16	21	36	23	21	19	15	19	18	7	16	29
b0527	11	11	1	4	3	2	2	17	5	10	25	4	6	13	11	10	8	10	3	17
b0528	9	2	0	2	2	4	5	7	3	3	5	6	1	2	1	5	3	1	0	9
b0529	27	17	13	17	5	9	17	24	6	22	26	12	4	6	17	10	17	1	6	32
b0530	30	4	15	11	2	6	4	14	2	12	13	3	2	9	4	15	18	0	4	12
b0531	18	11	18	5	0	9	9	12	3	19	25	13	6	9	16	19	12	3	6	17
b0532	54	48	67	48	6	44	32	92	15	47	73	14	11	38	33	76	57	17	45	50
b0533	28	12	22	18	6	17	10	21	2	21	23	6	12	14	23	22	21	3	14	32
b0534	19	9	13	12	4	2	5	13	1	7	20	2	3	8	9	12	14	3	2	13
b0535	8	8	11	12	3	7	8	9	4	23	24	16	5	8	5	21	15	0	9	14
b0537	34	33	11	21	4	11	33	15	13	26	31	43	9	9	14	25	13	15	5	22
b0539	8	6	2	4	0	3	10	5	1	4	3	6	7	7	2	3	1	3	6	6
b0540	11	10	2	1	0	8	12	1	1	3	11	10	2	2	2	10	7	1	3	2
b0541	26	32	10	11	11	16	13	16	9	11	21	13	7	12	8	22	11	9	13	17
b0542	5	8	1	1	1	2	4	4	0	2	3	5	3	2	0	3	5	2	3	7
b0543	9	3	2	1	3	2	2	12	1	15	16	1	4	5	5	8	7	4	5	5
b0544	37	31	27	27	10	10	31	24	8	47	55	42	13	16	16	42	20	4	21	27
b0545	17	3	7	7	2	5	7	20	4	8	9	11	2	9	12	13	20	5	6	16
b0546	12	19	16	5	5	10	19	10	10	21	32	16	5	10	11	20	16	3	12	13
b0547	8	8	4	8	4	8	10	9	5	9	16	10	5	5	4	10	11	4	6	7
b0548	4	8	2	1	0	0	2	3	2	3	7	5	2	0	5	3	3	1	2	3
b0549	12	8	2	5	6	2	6	9	3	7	7	5	2	1	4	2	7	1	1	6
b0550	10	13	8	9	1	3	5	7	3	7	9	6	6	2	6	3	7	2	5	8
b0551	10	6	7	11	6	3	5	10	3	10	11	8	9	2	1	8	3	3	3	8
b0552	28	26	15	14	1	22	23	16	14	17	32	19	15	14	12	16	17	6	7	12
b0553	39	9	24	34	0	17	13	37	2	9	22	24	6	25	3	19	26	5	25	26
b0554	7	2	1	3	0	2	2	8	0	2	10	7	2	3	1	5	6	2	4	4
b0555	15	10	6	7	4	6	6	20	2	13	13	12	3	2	6	6	12	4	7	11
b0556	25	16	7	12	3	8	8	3	2	11	12	9	4	1	1	7	9	1	5	9
b0558	5	9	11	6	1	6	9	2	6	12	12	10	1	9	1	7	10	1	9	9
b0559	6	2	5	7	1	1	4	0	2	5	5	5	4	1	2	7	1	0	2	8
b0560	19	14	7	10	1	10	22	11	2	14	18	9	3	5	5	9	6	2	4	10
b0561	17	9	9	10	0	4	21	9	4	8	16	10	4	6	8	13	10	6	6	17
b0562	12	4	11	8	3	5	10	18	12	11	21	12	5	8	6	19	12	1	5	11
b0563	6	1	1	3	0	6	9	1	1	6	5	1	1	2	3	4	4	2	3	2
b0564	7	13	13	14	8	3	14	9	3	30	22	22	3	17	6	24	15	2	10	14
b0565	20	15	26	19	0	7	17	33	3	18	20	18	6	12	10	27	23	8	23	12
b0566	16	14	20	4	9	12	11	2	6	16	33	13	6	10	9	25	15	3	10	19
b0567	33	16	8	16	2	23	11	18	3	11	37	14	5	14	14	23	14	8	10	16
b0568	129	70	54	54	4	77	51	55	21	35	120	30	14	21	43	53	47	24	45	43
b0569	55	54	26	38	5	35	46	44	17	44	91	23	19	37	27	40	40	20	23	61
b0570	35	29	18	29	2	19	27	24	17	39	51	18	16	22	24	32	28	2	9	39
b0571	15	15	7	19	0	6	13	18	3	14	33	12	8	9	6	8	14	2	5	20
b0572	58	26	32	17	3	43	23	24	3	20	58	12	7	17	13	41	20	3	16	21
b0573	9	1	5	4	0	9	6	5	5	9	6	9	6	6	4	7	9	1	0	9
b0574	48	22	10	24	0	18	22	27	2	27	37	22	11	13	24	23	34	7	8	28
b0575	104	51	28	42	2	37	61	78	16	83	121	43	35	30	55	59	54	21	28	99
b0576	44	19	21	7	3	10	14	42	7	36	65	12	20	32	16	28	15	13	16	38
b0577	31	21	17	20	1	21	16	27	9	45	55	16	15	18	11	26	24	10	7	25
b0578	27	7	8	17	1	7	13	11	7	7	19	18	5	11	8	13	11	3	4	20
b0579	4	6	5	7	1	5	8	8	3	8	15	11	3	6	9	9	1	3	3	7
b0580	9	3	0	2	2	2	2	3	2	3	22	2	4	7	3	3	5	3	2	3
b0581	30	18	11	24	7	21	20	25	18	20	35	13	11	18	19	23	21	6	9	23
b0582	48	35	10	23	5	8	23	29	8	17	47	15	7	13	14	21	19	8	6	14
b0583	23	9	4	8	5	12	16	10	11	17	18	9	2	10	8	10	13	4	6	11
b0584	54	37	58	45	2	32	39	77	10	37	54	33	12	17	29	49	66	20	32	43
b0585	32	26	8	19	5	28	26	30	12	19	40	13	8	12	27	25	17	23	7	23
b0586	160	76	28	74	13	83	73	84	27	53	160	25	27	46	92	62	75	24	33	78
b0587	34	13	17	25	2	16	24	14	4	24	44	34	8	13	16	30	16	4	11	28
b0588	28	18	6	12	3	13	19	21	10	18	33	8	6	2	12	11	24	4	7	16
b0589	45	19	6	7	5	8	6	29	1	23	59	4	16	8	10	21	20	9	3	31
b0590	53	17	5	9	3	9	4	36	3	21	63	3	6	10	14	24	20	3	2	29
b0591	51	14	8	5	3	14	6	49	5	21	85	6	17	16	23	27	24	8	6	28
b0592	46	13	10	17	0	26	13	21	5	18	45	13	4	7	15	20	20	4	9	12
b0593	41	26	12	17	4	22	29	23	8	14	41	11	7	20	27	32	23	5	3	26
b0594	59	33	17	27	9	30	36	36	12	27	60	16	7	19	29	34	25	5	20	35
b0595	29	17	8	27	3	12	16	10	7	15	28	14	14	9	18	14	10	7	9	18
b0596	35	12	7	15	2	18	11	26	2	11	21	8	6	12	5	14	17	3	3	20
b0597	10	10	4	7	5	6	8	15	7	3	15	2	6	3	4	5	12	2	1	12
b0598	90	19	17	21	8	18	17	65	9	47	85	21	31	39	36	30	40	16	22	70
b0599	46	14	13	20	3	21	15	27	13	19	42	11	3	15	20	15	21	4	9	31
b0600	50	19	11	18	6	27	21	17	14	20	41	10	6	17	23	21	21	5	15	24
b0601	11	16	11	14	2	14	14	12	6	15	20	13	7	5	9	11	11	3	3	12
b0602	28	24	18	19	11	24	24	21	11	27	33	21	10	16	24	20	16	19	23	17
b0603	12	17	22	13	6	11	19	8	9	33	39	15	8	12	10	31	13	0	10	12
b0604	24	4	10	12	2	14	14	18	2	16	25	24	10	5	16	10	12	5	11	14
b0605	19	6	5	14	2	5	15	13	5	13	11	14	3	11	8	9	14	3	5	12
b0606	50	21	22	31	6	17	37	49	10	38	47	35	9	15	19	27	32	3	12	41
b0607	11	11	4	8	0	5	11	6	10	8	15	3	4	6	5	13	4	0	1	17
b0608	46	15	10	20	8	19	25	46	15	26	33	23	5	19	23	15	15	2	12	35
b0610	14	8	5	10	1	4	11	8	3	7	18	2	6	1	9	7	6	1	4	11
b0611	33	18	13	13	8	10	15	20	4	7	23	16	5	14	14	18	13	5	8	11
b0612	45	11	14	10	5	6	12	42	6	41	67	16	20	28	27	30	29	17	15	46
b0613	31	19	10	14	7	13	15	28	6	13	48	6	8	8	13	14	22	4	5	8
b0614	20	15	5	9	4	8	12	8	9	8	26	5	3	2	12	12	7	3	1	14
b0615	52	36	20	32	8	22	29	42	14	31	46	17	10	13	17	35	26	3	8	49
b0616	39	28	10	19	2	10	25	20	6	19	32	9	6	7	10	18	12	1	6	23
b0617	11	7	4	10	2	6	4	6	0	9	12	3	2	1	4	4	4	1	1	7
b0618	30	25	14	13	8	14	25	15	11	25	36	16	7	16	15	18	26	2	14	22
b0619	43	34	20	35	3	30	31	40	8	44	59	25	17	28	20	37	19	4	15	40
b0620	21	17	5	10	2	10	17	14	9	17	25	8	7	7	12	9	15	0	9	12
b0621	58	8	8	9	4	9	11	37	7	49	54	14	25	22	19	37	27	2	13	48
b0622	15	8	12	8	0	6	9	16	4	9	11	7	5	14	10	7	11	12	12	10
b0623	6	1	5	2	0	2	5	8	1	5	2	7	1	7	2	5	4	1	0	5
b0624	13	4	5	1	1	3	2	14	2	8	20	1	4	14	3	8	11	5	0	8
b0627	10	1	1	6	0	1	3	7	1	3	10	10	2	2	0	2	3	0	0	5
b0628	31	26	10	20	8	9	22	18	11	18	26	18	14	10	21	12	16	2	7	22
b0629	18	17	21	17	4	17	16	11	9	31	38	10	6	17	19	22	18	1	8	17
b0630	14	12	10	10	3	12	14	17	6	14	26	8	7	5	13	7	11	2	8	14
b0631	3	2	3	3	0	4	8	4	3	5	8	6	3	2	6	4	8	0	4	11
b0632	35	17	23	25	2	17	16	35	7	25	37	26	15	21	13	25	22	5	11	26
b0633	45	16	14	17	4	32	9	32	1	17	23	8	6	8	33	33	30	2	7	25
b0634	31	15	5	12	2	12	8	34	7	38	57	11	19	17	18	20	11	8	9	36
b0635	56	39	34	37	0	25	30	49	15	35	55	33	14	17	35	28	38	10	34	49
b0636	15	10	3	8	1	5	11	11	3	8	19	11	4	3	12	7	8	5	3	8
b0637	6	4	1	11	2	6	7	8	3	10	10	5	4	1	1	9	3	2	1	11
b0638	18	15	10	9	3	15	14	12	11	13	23	1	6	9	6	11	7	6	3	11
b0639	13	11	10	9	2	15	17	10	8	13	28	7	3	6	20	6	14	4	9	8
b0640	37	23	17	15	5	29	20	15	9	8	70	10	5	9	13	14	16	7	5	16
b0641	17	15	8	14	1	8	8	9	1	11	20	9	8	4	10	13	19	1	4	13
b0642	79	41	39	58	11	30	66	57	16	35	65	54	34	27	41	24	54	21	36	72
b0643	7	14	4	9	4	7	22	7	6	5	17	7	3	6	5	8	8	2	5	14
b0644	44	11	17	23	5	24	21	25	7	12	22	20	6	11	3	16	9	11	26	12
b0645	17	17	7	18	7	10	15	13	6	8	25	5	9	12	9	21	7	9	17	3
b0646	38	31	12	26	10	27	44	17	12	32	63	14	10	17	27	23	18	12	21	21
b0647	20	7	7	5	1	10	9	13	7	10	19	15	3	5	7	12	11	4	15	4
b0648	17	11	7	12	5	11	17	16	7	8	26	9	8	7	7	22	12	9	15	9
b0649	46	27	11	28	11	27	53	17	9	23	61	19	10	17	24	29	19	14	18	20
b0650	50	38	26	34	5	21	45	28	10	36	60	20	9	16	24	40	30	5	16	43
b0651	31	11	12	19	3	8	20	22	8	18	34	12	9	10	21	11	22	4	7	29
b0652	19	10	8	16	3	9	16	15	6	12	23	21	11	11	10	12	11	1	1	26
b0653	21	10	3	6	0	8	5	12	1	19	32	5	10	15	8	22	11	5	9	22
b0654	24	10	11	4	3	10	8	17	1	19	33	7	11	16	12	13	13	8	8	18
b0655	30	10	19	23	2	16	16	17	2	14	26	32	9	13	13	18	15	3	5	19
b0656	28	26	15	14	1	22	23	16	14	17	32	19	15	14	12	16	17	6	7	12
b0657	45	28	20	15	3	23	17	40	2	35	71	14	13	29	36	28	31	16	17	29
b0658	15	20	6	36	1	12	25	15	9	26	25	12	12	14	9	22	10	1	3	19
b0659	10	3	4	9	2	9	23	8	6	7	18	5	6	4	8	9	6	2	4	12
b0660	35	28	15	20	2	15	33	18	6	29	32	19	6	12	16	10	18	1	8	23
b0661	28	36	17	33	6	18	40	32	9	34	37	21	14	18	22	26	30	4	14	35
b0662	51	23	13	18	3	25	16	32	12	15	47	9	14	12	21	17	12	9	12	30
b0674	54	28	13	38	8	23	41	36	19	27	47	33	16	21	22	37	17	9	29	36
b0675	26	10	10	18	3	5	10	22	6	19	18	10	8	12	13	13	14	3	9	21
b0676	38	26	18	16	8	23	27	32	14	42	43	16	3	11	13	21	19	1	8	27
b0677	43	14	22	18	8	9	24	34	9	26	39	20	8	12	16	12	27	1	10	30
b0678	22	12	16	12	4	7	18	17	11	14	24	15	10	12	13	11	17	2	8	21
